2081,EUROPE,GERMANY,GERMANY  3
2082,MIDDLE EAST,IRAN,IRAN     5
2083,AMERICA,CANADA,CANADA   2
2084,MIDDLE EAST,IRAN,IRAN     4
2085,ASIA,CHINA,CHINA    9
2086,AMERICA,BRAZIL,BRAZIL   3
2087,AMERICA,UNITED STATES,UNITED ST3
2088,AMERICA,BRAZIL,BRAZIL   6
2089,AFRICA,KENYA,KENYA    6
2090,AMERICA,PERU,PERU     8
2091,AFRICA,MOZAMBIQUE,MOZAMBIQU0
2092,AFRICA,ALGERIA,ALGERIA  2
2093,AFRICA,MOROCCO,MOROCCO  1
2094,EUROPE,ROMANIA,ROMANIA  4
2095,AMERICA,ARGENTINA,ARGENTINA9
2096,MIDDLE EAST,EGYPT,EGYPT    2
2097,ASIA,CHINA,CHINA    6
2098,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA5
2099,MIDDLE EAST,EGYPT,EGYPT    8
2100,ASIA,JAPAN,JAPAN    0
2101,MIDDLE EAST,EGYPT,EGYPT    7
2102,AMERICA,PERU,PERU     4
2103,MIDDLE EAST,EGYPT,EGYPT    2
2104,AMERICA,UNITED STATES,UNITED ST3
2105,AFRICA,MOROCCO,MOROCCO  2
2106,AMERICA,PERU,PERU     2
2107,AMERICA,PERU,PERU     1
2108,EUROPE,UNITED KINGDOM,UNITED KI1
2109,AMERICA,BRAZIL,BRAZIL   5
2110,EUROPE,GERMANY,GERMANY  6
2111,EUROPE,UNITED KINGDOM,UNITED KI9
2112,EUROPE,GERMANY,GERMANY  9
2113,AMERICA,PERU,PERU     4
2114,ASIA,JAPAN,JAPAN    5
2115,AMERICA,PERU,PERU     2
2116,ASIA,INDONESIA,INDONESIA7
2117,MIDDLE EAST,IRAN,IRAN     5
2118,ASIA,VIETNAM,VIETNAM  6
2119,MIDDLE EAST,IRAQ,IRAQ     7
2120,ASIA,INDIA,INDIA    0
2121,MIDDLE EAST,JORDAN,JORDAN   8
2122,EUROPE,FRANCE,FRANCE   8
2123,AMERICA,ARGENTINA,ARGENTINA2
2124,AFRICA,ETHIOPIA,ETHIOPIA 5
2125,AFRICA,ETHIOPIA,ETHIOPIA 7
2126,AFRICA,ALGERIA,ALGERIA  8
2127,EUROPE,GERMANY,GERMANY  0
2128,MIDDLE EAST,EGYPT,EGYPT    3
2129,EUROPE,GERMANY,GERMANY  1
2130,MIDDLE EAST,EGYPT,EGYPT    3
2131,AFRICA,ALGERIA,ALGERIA  7
2132,AFRICA,ETHIOPIA,ETHIOPIA 6
2133,AFRICA,KENYA,KENYA    9
2134,ASIA,INDIA,INDIA    3
2135,ASIA,VIETNAM,VIETNAM  8
2136,AMERICA,ARGENTINA,ARGENTINA7
2137,ASIA,VIETNAM,VIETNAM  6
2138,MIDDLE EAST,EGYPT,EGYPT    7
2139,MIDDLE EAST,EGYPT,EGYPT    9
2140,MIDDLE EAST,EGYPT,EGYPT    3
2141,ASIA,JAPAN,JAPAN    5
2142,AFRICA,KENYA,KENYA    8
2143,ASIA,INDONESIA,INDONESIA3
2144,MIDDLE EAST,EGYPT,EGYPT    8
2145,MIDDLE EAST,EGYPT,EGYPT    3
2146,AFRICA,MOROCCO,MOROCCO  3
2147,AFRICA,ETHIOPIA,ETHIOPIA 8
2148,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA8
2149,ASIA,CHINA,CHINA    4
2150,AFRICA,ETHIOPIA,ETHIOPIA 5
2151,AMERICA,PERU,PERU     6
2152,ASIA,INDONESIA,INDONESIA9
2153,AFRICA,KENYA,KENYA    2
2154,AFRICA,KENYA,KENYA    5
2155,AMERICA,BRAZIL,BRAZIL   0
2156,AFRICA,MOROCCO,MOROCCO  5
2157,ASIA,CHINA,CHINA    8
2158,ASIA,INDIA,INDIA    3
2159,AMERICA,CANADA,CANADA   2
2160,ASIA,VIETNAM,VIETNAM  3
2161,ASIA,CHINA,CHINA    8
2162,AFRICA,ETHIOPIA,ETHIOPIA 3
2163,MIDDLE EAST,IRAN,IRAN     9
2164,AMERICA,CANADA,CANADA   8
2165,MIDDLE EAST,IRAQ,IRAQ     3
2166,AFRICA,ETHIOPIA,ETHIOPIA 2
2167,ASIA,CHINA,CHINA    3
2168,MIDDLE EAST,JORDAN,JORDAN   5
2169,AFRICA,MOZAMBIQUE,MOZAMBIQU4
2170,ASIA,JAPAN,JAPAN    1
2171,ASIA,JAPAN,JAPAN    9
2172,AMERICA,PERU,PERU     8
2173,MIDDLE EAST,IRAN,IRAN     9
2174,ASIA,INDONESIA,INDONESIA8
2175,AMERICA,BRAZIL,BRAZIL   3
2176,AMERICA,BRAZIL,BRAZIL   1
2177,EUROPE,UNITED KINGDOM,UNITED KI5
2178,AFRICA,KENYA,KENYA    2
2179,EUROPE,ROMANIA,ROMANIA  8
2180,AFRICA,ETHIOPIA,ETHIOPIA 2
2181,ASIA,INDONESIA,INDONESIA5
2182,AFRICA,ALGERIA,ALGERIA  0
2183,AFRICA,MOROCCO,MOROCCO  2
2184,EUROPE,UNITED KINGDOM,UNITED KI8
2185,AMERICA,UNITED STATES,UNITED ST1
2186,ASIA,CHINA,CHINA    2
2187,ASIA,VIETNAM,VIETNAM  8
2188,EUROPE,ROMANIA,ROMANIA  5
2189,AMERICA,CANADA,CANADA   7
2190,EUROPE,FRANCE,FRANCE   5
2191,EUROPE,GERMANY,GERMANY  4
2192,AFRICA,ETHIOPIA,ETHIOPIA 1
2193,MIDDLE EAST,IRAN,IRAN     8
2194,ASIA,CHINA,CHINA    1
2195,MIDDLE EAST,JORDAN,JORDAN   1
2196,AFRICA,ETHIOPIA,ETHIOPIA 0
2197,AFRICA,ALGERIA,ALGERIA  4
2198,AMERICA,ARGENTINA,ARGENTINA8
2199,AFRICA,ETHIOPIA,ETHIOPIA 5
2200,ASIA,INDIA,INDIA    5
2201,ASIA,INDIA,INDIA    9
2202,EUROPE,GERMANY,GERMANY  7
2203,AFRICA,ETHIOPIA,ETHIOPIA 7
2204,ASIA,JAPAN,JAPAN    1
2205,ASIA,VIETNAM,VIETNAM  8
2206,EUROPE,ROMANIA,ROMANIA  7
2207,ASIA,INDIA,INDIA    1
2208,EUROPE,FRANCE,FRANCE   1
2209,EUROPE,ROMANIA,ROMANIA  6
2210,MIDDLE EAST,IRAN,IRAN     7
2211,AMERICA,ARGENTINA,ARGENTINA9
2212,AMERICA,BRAZIL,BRAZIL   1
2213,EUROPE,RUSSIA,RUSSIA   2
2214,MIDDLE EAST,IRAQ,IRAQ     8
2215,AMERICA,CANADA,CANADA   0
2216,ASIA,INDIA,INDIA    4
2217,EUROPE,RUSSIA,RUSSIA   2
2218,AFRICA,ALGERIA,ALGERIA  7
2219,ASIA,INDONESIA,INDONESIA6
2220,ASIA,CHINA,CHINA    0
2221,AFRICA,ALGERIA,ALGERIA  8
2222,AFRICA,KENYA,KENYA    7
2223,AMERICA,UNITED STATES,UNITED ST7
2224,MIDDLE EAST,JORDAN,JORDAN   1
2225,AFRICA,ETHIOPIA,ETHIOPIA 8
2226,ASIA,JAPAN,JAPAN    1
2227,AMERICA,CANADA,CANADA   7
2228,MIDDLE EAST,JORDAN,JORDAN   6
2229,ASIA,JAPAN,JAPAN    0
2230,AFRICA,KENYA,KENYA    5
2231,AFRICA,MOZAMBIQUE,MOZAMBIQU9
2232,AMERICA,PERU,PERU     1
2233,MIDDLE EAST,IRAQ,IRAQ     3
2234,EUROPE,GERMANY,GERMANY  6
2235,AMERICA,UNITED STATES,UNITED ST8
2236,EUROPE,ROMANIA,ROMANIA  5
2237,MIDDLE EAST,EGYPT,EGYPT    8
2238,AMERICA,PERU,PERU     6
2239,MIDDLE EAST,EGYPT,EGYPT    7
2240,EUROPE,RUSSIA,RUSSIA   2
2241,ASIA,CHINA,CHINA    6
2242,ASIA,INDIA,INDIA    8
2243,AFRICA,ALGERIA,ALGERIA  2
2244,MIDDLE EAST,IRAN,IRAN     4
2245,AFRICA,MOROCCO,MOROCCO  8
2246,AMERICA,PERU,PERU     5
2247,AFRICA,ETHIOPIA,ETHIOPIA 7
2248,AMERICA,ARGENTINA,ARGENTINA5
2249,AMERICA,UNITED STATES,UNITED ST5
2250,EUROPE,RUSSIA,RUSSIA   9
2251,AFRICA,ETHIOPIA,ETHIOPIA 8
2252,AMERICA,ARGENTINA,ARGENTINA4
2253,MIDDLE EAST,EGYPT,EGYPT    9
2254,ASIA,INDIA,INDIA    0
2255,AMERICA,CANADA,CANADA   3
2256,AMERICA,UNITED STATES,UNITED ST4
2257,EUROPE,ROMANIA,ROMANIA  2
2258,AMERICA,PERU,PERU     0
2259,EUROPE,RUSSIA,RUSSIA   9
2260,MIDDLE EAST,IRAQ,IRAQ     5
2261,AMERICA,UNITED STATES,UNITED ST4
2262,AMERICA,UNITED STATES,UNITED ST4
2263,AMERICA,BRAZIL,BRAZIL   0
2264,ASIA,JAPAN,JAPAN    9
2265,ASIA,INDONESIA,INDONESIA6
2266,EUROPE,RUSSIA,RUSSIA   3
2267,ASIA,VIETNAM,VIETNAM  8
2268,EUROPE,RUSSIA,RUSSIA   9
2269,EUROPE,ROMANIA,ROMANIA  2
2270,ASIA,INDONESIA,INDONESIA4
2271,EUROPE,GERMANY,GERMANY  1
2272,ASIA,VIETNAM,VIETNAM  5
2273,AMERICA,BRAZIL,BRAZIL   9
2274,ASIA,CHINA,CHINA    9
2275,EUROPE,FRANCE,FRANCE   3
2276,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
2277,ASIA,INDIA,INDIA    0
2278,MIDDLE EAST,EGYPT,EGYPT    3
2279,EUROPE,UNITED KINGDOM,UNITED KI1
2280,ASIA,JAPAN,JAPAN    1
2281,AMERICA,UNITED STATES,UNITED ST6
2282,ASIA,CHINA,CHINA    7
2283,EUROPE,ROMANIA,ROMANIA  1
2284,AFRICA,ETHIOPIA,ETHIOPIA 0
2285,ASIA,VIETNAM,VIETNAM  4
2286,AFRICA,KENYA,KENYA    5
2287,AMERICA,CANADA,CANADA   8
2288,AFRICA,MOZAMBIQUE,MOZAMBIQU5
2289,AFRICA,MOZAMBIQUE,MOZAMBIQU3
2290,AFRICA,ALGERIA,ALGERIA  2
2291,AFRICA,ETHIOPIA,ETHIOPIA 3
2292,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA0
2293,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
2294,AFRICA,KENYA,KENYA    7
2295,AFRICA,KENYA,KENYA    7
2296,AMERICA,PERU,PERU     4
2297,AMERICA,PERU,PERU     5
2298,EUROPE,UNITED KINGDOM,UNITED KI8
2299,EUROPE,UNITED KINGDOM,UNITED KI1
2300,ASIA,INDIA,INDIA    4
2301,AMERICA,ARGENTINA,ARGENTINA6
2302,EUROPE,RUSSIA,RUSSIA   3
2303,AFRICA,ALGERIA,ALGERIA  2
2304,EUROPE,FRANCE,FRANCE   8
2305,ASIA,INDONESIA,INDONESIA7
2306,AMERICA,BRAZIL,BRAZIL   0
2307,EUROPE,ROMANIA,ROMANIA  6
2308,ASIA,INDONESIA,INDONESIA4
2309,AFRICA,MOZAMBIQUE,MOZAMBIQU9
2310,AFRICA,ALGERIA,ALGERIA  2
2311,AFRICA,ETHIOPIA,ETHIOPIA 0
2312,ASIA,INDONESIA,INDONESIA1
2313,AMERICA,CANADA,CANADA   7
2314,MIDDLE EAST,IRAN,IRAN     9
2315,ASIA,VIETNAM,VIETNAM  1
2316,EUROPE,FRANCE,FRANCE   1
2317,AMERICA,PERU,PERU     3
2318,ASIA,INDONESIA,INDONESIA1
2319,EUROPE,RUSSIA,RUSSIA   3
2320,ASIA,INDIA,INDIA    0
2321,AFRICA,KENYA,KENYA    5
2322,AMERICA,BRAZIL,BRAZIL   4
2323,ASIA,JAPAN,JAPAN    0
2324,AFRICA,KENYA,KENYA    0
2325,EUROPE,GERMANY,GERMANY  5
2326,AMERICA,UNITED STATES,UNITED ST6
2327,EUROPE,UNITED KINGDOM,UNITED KI6
2328,ASIA,VIETNAM,VIETNAM  1
2329,MIDDLE EAST,EGYPT,EGYPT    1
2330,AFRICA,ALGERIA,ALGERIA  5
2331,EUROPE,FRANCE,FRANCE   6
2332,EUROPE,UNITED KINGDOM,UNITED KI7
2333,AFRICA,MOZAMBIQUE,MOZAMBIQU4
2334,ASIA,INDIA,INDIA    5
2335,AFRICA,ETHIOPIA,ETHIOPIA 8
2336,EUROPE,RUSSIA,RUSSIA   1
2337,ASIA,CHINA,CHINA    0
2338,AFRICA,MOZAMBIQUE,MOZAMBIQU1
2339,EUROPE,UNITED KINGDOM,UNITED KI2
2340,AMERICA,BRAZIL,BRAZIL   4
2341,AFRICA,MOROCCO,MOROCCO  3
2342,ASIA,JAPAN,JAPAN    7
2343,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA0
2344,AFRICA,MOROCCO,MOROCCO  8
2345,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA0
2346,EUROPE,UNITED KINGDOM,UNITED KI8
2347,ASIA,JAPAN,JAPAN    1
2348,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA5
2349,ASIA,VIETNAM,VIETNAM  0
2350,EUROPE,RUSSIA,RUSSIA   7
2351,AFRICA,MOROCCO,MOROCCO  3
2352,ASIA,VIETNAM,VIETNAM  3
2353,EUROPE,ROMANIA,ROMANIA  3
2354,AFRICA,MOZAMBIQUE,MOZAMBIQU9
2355,MIDDLE EAST,EGYPT,EGYPT    4
2356,AFRICA,ALGERIA,ALGERIA  8
2357,AMERICA,UNITED STATES,UNITED ST1
2358,MIDDLE EAST,EGYPT,EGYPT    3
2359,ASIA,CHINA,CHINA    5
2360,MIDDLE EAST,EGYPT,EGYPT    5
2361,AMERICA,UNITED STATES,UNITED ST2
2362,AMERICA,CANADA,CANADA   0
2363,AFRICA,KENYA,KENYA    1
2364,ASIA,CHINA,CHINA    7
2365,ASIA,VIETNAM,VIETNAM  9
2366,AFRICA,ALGERIA,ALGERIA  2
2367,AMERICA,UNITED STATES,UNITED ST0
2368,AMERICA,CANADA,CANADA   7
2369,AFRICA,ETHIOPIA,ETHIOPIA 6
2370,EUROPE,RUSSIA,RUSSIA   5
2371,EUROPE,GERMANY,GERMANY  3
2372,AMERICA,UNITED STATES,UNITED ST4
2373,AMERICA,UNITED STATES,UNITED ST5
2374,EUROPE,ROMANIA,ROMANIA  6
2375,EUROPE,UNITED KINGDOM,UNITED KI2
2376,EUROPE,ROMANIA,ROMANIA  4
2377,AFRICA,ALGERIA,ALGERIA  8
2378,EUROPE,RUSSIA,RUSSIA   3
2379,AMERICA,PERU,PERU     5
2380,MIDDLE EAST,IRAN,IRAN     9
2381,AFRICA,ETHIOPIA,ETHIOPIA 8
2382,AMERICA,CANADA,CANADA   6
2383,EUROPE,RUSSIA,RUSSIA   1
2384,AMERICA,ARGENTINA,ARGENTINA0
2385,AMERICA,ARGENTINA,ARGENTINA2
2386,AMERICA,PERU,PERU     9
2387,EUROPE,ROMANIA,ROMANIA  1
2388,AMERICA,BRAZIL,BRAZIL   6
2389,AMERICA,BRAZIL,BRAZIL   5
2390,EUROPE,RUSSIA,RUSSIA   6
2391,AMERICA,UNITED STATES,UNITED ST9
2392,MIDDLE EAST,JORDAN,JORDAN   9
2393,EUROPE,GERMANY,GERMANY  1
2394,EUROPE,FRANCE,FRANCE   0
2395,EUROPE,RUSSIA,RUSSIA   1
2396,AMERICA,ARGENTINA,ARGENTINA3
2397,MIDDLE EAST,EGYPT,EGYPT    9
2398,ASIA,INDONESIA,INDONESIA6
2399,AMERICA,ARGENTINA,ARGENTINA1
2400,AFRICA,ALGERIA,ALGERIA  8
2401,ASIA,VIETNAM,VIETNAM  0
2402,MIDDLE EAST,EGYPT,EGYPT    9
2403,AFRICA,ETHIOPIA,ETHIOPIA 6
2404,MIDDLE EAST,IRAN,IRAN     8
2405,ASIA,VIETNAM,VIETNAM  2
2406,ASIA,CHINA,CHINA    7
2407,AMERICA,PERU,PERU     0
2408,AMERICA,CANADA,CANADA   8
2409,MIDDLE EAST,IRAN,IRAN     4
2410,AMERICA,UNITED STATES,UNITED ST4
2411,AMERICA,PERU,PERU     7
2412,AFRICA,ALGERIA,ALGERIA  5
2413,MIDDLE EAST,IRAQ,IRAQ     5
2414,AMERICA,PERU,PERU     5
2415,EUROPE,ROMANIA,ROMANIA  7
2416,AMERICA,PERU,PERU     8
2417,ASIA,INDONESIA,INDONESIA8
2418,AMERICA,CANADA,CANADA   9
2419,ASIA,JAPAN,JAPAN    2
2420,AFRICA,MOZAMBIQUE,MOZAMBIQU0
2421,AFRICA,ETHIOPIA,ETHIOPIA 9
2422,ASIA,VIETNAM,VIETNAM  8
2423,AMERICA,UNITED STATES,UNITED ST4
2424,AMERICA,ARGENTINA,ARGENTINA3
2425,ASIA,JAPAN,JAPAN    8
2426,AFRICA,MOROCCO,MOROCCO  4
2427,ASIA,INDONESIA,INDONESIA1
2428,ASIA,JAPAN,JAPAN    0
2429,EUROPE,GERMANY,GERMANY  1
2430,EUROPE,ROMANIA,ROMANIA  9
2431,EUROPE,ROMANIA,ROMANIA  0
2432,AMERICA,ARGENTINA,ARGENTINA2
2433,EUROPE,GERMANY,GERMANY  2
2434,ASIA,INDIA,INDIA    6
2435,MIDDLE EAST,IRAN,IRAN     5
2436,EUROPE,FRANCE,FRANCE   0
2437,ASIA,JAPAN,JAPAN    4
2438,MIDDLE EAST,IRAN,IRAN     0
2439,MIDDLE EAST,IRAN,IRAN     6
2440,AFRICA,MOZAMBIQUE,MOZAMBIQU5
2441,AMERICA,ARGENTINA,ARGENTINA0
2442,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA0
2443,MIDDLE EAST,JORDAN,JORDAN   6
2444,AMERICA,BRAZIL,BRAZIL   6
2445,EUROPE,FRANCE,FRANCE   0
2446,ASIA,JAPAN,JAPAN    5
2447,MIDDLE EAST,EGYPT,EGYPT    7
2448,AFRICA,ETHIOPIA,ETHIOPIA 3
2449,MIDDLE EAST,JORDAN,JORDAN   8
2450,EUROPE,FRANCE,FRANCE   9
2451,EUROPE,UNITED KINGDOM,UNITED KI9
2452,AFRICA,MOZAMBIQUE,MOZAMBIQU1
2453,AFRICA,KENYA,KENYA    0
2454,ASIA,INDONESIA,INDONESIA6
2455,EUROPE,GERMANY,GERMANY  1
2456,EUROPE,UNITED KINGDOM,UNITED KI4
2457,AMERICA,UNITED STATES,UNITED ST9
2458,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA1
2459,EUROPE,FRANCE,FRANCE   4
2460,AMERICA,ARGENTINA,ARGENTINA3
2461,AMERICA,ARGENTINA,ARGENTINA4
2462,EUROPE,FRANCE,FRANCE   1
2463,AMERICA,ARGENTINA,ARGENTINA8
2464,MIDDLE EAST,JORDAN,JORDAN   7
2465,MIDDLE EAST,IRAN,IRAN     8
2466,EUROPE,FRANCE,FRANCE   1
2467,ASIA,INDIA,INDIA    0
2468,EUROPE,GERMANY,GERMANY  0
2469,AFRICA,MOZAMBIQUE,MOZAMBIQU6
2470,AMERICA,CANADA,CANADA   3
2471,ASIA,INDIA,INDIA    7
2472,MIDDLE EAST,IRAQ,IRAQ     9
2473,ASIA,VIETNAM,VIETNAM  1
2474,AMERICA,BRAZIL,BRAZIL   0
2475,AFRICA,MOZAMBIQUE,MOZAMBIQU3
2476,EUROPE,UNITED KINGDOM,UNITED KI6
2477,AFRICA,MOZAMBIQUE,MOZAMBIQU8
2478,MIDDLE EAST,IRAQ,IRAQ     1
2479,ASIA,INDIA,INDIA    2
2480,AMERICA,CANADA,CANADA   2
2481,EUROPE,FRANCE,FRANCE   7
2482,AMERICA,UNITED STATES,UNITED ST0
2483,AFRICA,ETHIOPIA,ETHIOPIA 0
2484,AMERICA,CANADA,CANADA   4
2485,MIDDLE EAST,IRAN,IRAN     8
2486,ASIA,INDIA,INDIA    0
2487,AMERICA,UNITED STATES,UNITED ST8
2488,MIDDLE EAST,IRAQ,IRAQ     5
2489,EUROPE,FRANCE,FRANCE   2
2490,MIDDLE EAST,IRAQ,IRAQ     5
2491,EUROPE,GERMANY,GERMANY  9
2492,EUROPE,FRANCE,FRANCE   6
2493,AMERICA,UNITED STATES,UNITED ST8
2494,EUROPE,FRANCE,FRANCE   8
2495,EUROPE,UNITED KINGDOM,UNITED KI8
2496,AMERICA,ARGENTINA,ARGENTINA9
2497,ASIA,JAPAN,JAPAN    1
2498,AFRICA,ALGERIA,ALGERIA  8
2499,ASIA,INDIA,INDIA    9
2500,AFRICA,ALGERIA,ALGERIA  6
2501,AMERICA,PERU,PERU     3
2502,EUROPE,ROMANIA,ROMANIA  1
2503,AFRICA,KENYA,KENYA    7
2504,EUROPE,FRANCE,FRANCE   1
2505,ASIA,INDIA,INDIA    5
2506,MIDDLE EAST,EGYPT,EGYPT    1
2507,AMERICA,BRAZIL,BRAZIL   1
2508,ASIA,JAPAN,JAPAN    1
2509,AFRICA,ETHIOPIA,ETHIOPIA 6
2510,AFRICA,MOROCCO,MOROCCO  6
2511,AFRICA,KENYA,KENYA    8
2512,EUROPE,RUSSIA,RUSSIA   6
2513,AMERICA,CANADA,CANADA   7
2514,EUROPE,ROMANIA,ROMANIA  2
2515,AFRICA,ALGERIA,ALGERIA  5
2516,ASIA,INDIA,INDIA    5
2517,EUROPE,UNITED KINGDOM,UNITED KI1
2518,AFRICA,ETHIOPIA,ETHIOPIA 7
2519,EUROPE,GERMANY,GERMANY  3
2520,AMERICA,PERU,PERU     4
2521,AFRICA,MOROCCO,MOROCCO  2
2522,EUROPE,GERMANY,GERMANY  4
2523,ASIA,CHINA,CHINA    5
2524,AFRICA,KENYA,KENYA    0
2525,AFRICA,MOZAMBIQUE,MOZAMBIQU3
2526,AFRICA,ETHIOPIA,ETHIOPIA 6
2527,EUROPE,RUSSIA,RUSSIA   6
2528,AMERICA,PERU,PERU     5
2529,EUROPE,GERMANY,GERMANY  8
2530,EUROPE,FRANCE,FRANCE   2
2531,MIDDLE EAST,IRAN,IRAN     2
2532,AMERICA,CANADA,CANADA   1
2533,ASIA,INDONESIA,INDONESIA2
2534,EUROPE,GERMANY,GERMANY  4
2535,ASIA,JAPAN,JAPAN    0
2536,AMERICA,BRAZIL,BRAZIL   4
2537,MIDDLE EAST,IRAN,IRAN     2
2538,ASIA,CHINA,CHINA    1
2539,AFRICA,ALGERIA,ALGERIA  7
2540,EUROPE,FRANCE,FRANCE   2
2541,AFRICA,ALGERIA,ALGERIA  5
2542,EUROPE,FRANCE,FRANCE   0
2543,AMERICA,UNITED STATES,UNITED ST2
2544,AMERICA,PERU,PERU     3
2545,AMERICA,ARGENTINA,ARGENTINA0
2546,EUROPE,RUSSIA,RUSSIA   2
2547,AFRICA,MOROCCO,MOROCCO  0
2548,AFRICA,MOROCCO,MOROCCO  2
2549,EUROPE,UNITED KINGDOM,UNITED KI4
2550,AFRICA,KENYA,KENYA    5
2551,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
2552,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
2553,AMERICA,PERU,PERU     8
2554,AMERICA,UNITED STATES,UNITED ST3
2555,MIDDLE EAST,JORDAN,JORDAN   4
2556,MIDDLE EAST,IRAN,IRAN     4
2557,AFRICA,ALGERIA,ALGERIA  3
2558,AMERICA,BRAZIL,BRAZIL   3
2559,ASIA,VIETNAM,VIETNAM  5
2560,AMERICA,BRAZIL,BRAZIL   0
2561,AFRICA,MOZAMBIQUE,MOZAMBIQU1
2562,AMERICA,PERU,PERU     4
2563,ASIA,VIETNAM,VIETNAM  2
2564,ASIA,JAPAN,JAPAN    5
2565,AFRICA,MOROCCO,MOROCCO  2
2566,MIDDLE EAST,IRAQ,IRAQ     3
2567,AFRICA,ETHIOPIA,ETHIOPIA 3
2568,AFRICA,ETHIOPIA,ETHIOPIA 3
2569,AMERICA,PERU,PERU     6
2570,EUROPE,FRANCE,FRANCE   8
2571,AFRICA,ETHIOPIA,ETHIOPIA 1
2572,EUROPE,UNITED KINGDOM,UNITED KI8
2573,AFRICA,ETHIOPIA,ETHIOPIA 5
2574,ASIA,CHINA,CHINA    3
2575,EUROPE,RUSSIA,RUSSIA   7
2576,AFRICA,ALGERIA,ALGERIA  1
2577,ASIA,VIETNAM,VIETNAM  7
2578,AFRICA,MOROCCO,MOROCCO  3
2579,ASIA,INDIA,INDIA    5
2580,ASIA,VIETNAM,VIETNAM  3
2581,AFRICA,ALGERIA,ALGERIA  4
2582,EUROPE,FRANCE,FRANCE   3
2583,AMERICA,CANADA,CANADA   4
2584,AMERICA,UNITED STATES,UNITED ST1
2585,AMERICA,CANADA,CANADA   1
2586,MIDDLE EAST,IRAQ,IRAQ     5
2587,AMERICA,UNITED STATES,UNITED ST2
2588,ASIA,CHINA,CHINA    0
2589,AMERICA,BRAZIL,BRAZIL   0
2590,EUROPE,GERMANY,GERMANY  9
2591,ASIA,CHINA,CHINA    5
2592,AFRICA,KENYA,KENYA    6
2593,EUROPE,RUSSIA,RUSSIA   6
2594,AMERICA,ARGENTINA,ARGENTINA9
2595,ASIA,JAPAN,JAPAN    7
2596,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA8
2597,AMERICA,PERU,PERU     0
2598,AMERICA,BRAZIL,BRAZIL   3
2599,AFRICA,ETHIOPIA,ETHIOPIA 1
2600,AFRICA,ALGERIA,ALGERIA  8
2601,MIDDLE EAST,EGYPT,EGYPT    2
2602,AMERICA,BRAZIL,BRAZIL   2
2603,AFRICA,ETHIOPIA,ETHIOPIA 9
2604,EUROPE,GERMANY,GERMANY  4
2605,AMERICA,UNITED STATES,UNITED ST5
2606,ASIA,JAPAN,JAPAN    7
2607,AMERICA,BRAZIL,BRAZIL   3
2608,ASIA,VIETNAM,VIETNAM  3
2609,AMERICA,CANADA,CANADA   8
2610,ASIA,INDIA,INDIA    1
2611,AMERICA,PERU,PERU     4
2612,AMERICA,BRAZIL,BRAZIL   6
2613,AMERICA,BRAZIL,BRAZIL   9
2614,EUROPE,ROMANIA,ROMANIA  1
2615,ASIA,INDIA,INDIA    0
2616,AMERICA,UNITED STATES,UNITED ST4
2617,AMERICA,UNITED STATES,UNITED ST2
2618,EUROPE,UNITED KINGDOM,UNITED KI1
2619,AMERICA,PERU,PERU     2
2620,ASIA,CHINA,CHINA    1
2621,AFRICA,ALGERIA,ALGERIA  9
2622,EUROPE,GERMANY,GERMANY  3
2623,AMERICA,UNITED STATES,UNITED ST5
2624,AFRICA,KENYA,KENYA    1
2625,MIDDLE EAST,IRAQ,IRAQ     1
2626,EUROPE,FRANCE,FRANCE   5
2627,AFRICA,MOZAMBIQUE,MOZAMBIQU3
2628,MIDDLE EAST,IRAQ,IRAQ     7
2629,AMERICA,PERU,PERU     2
2630,AMERICA,ARGENTINA,ARGENTINA1
2631,MIDDLE EAST,JORDAN,JORDAN   1
2632,AFRICA,ALGERIA,ALGERIA  3
2633,AFRICA,ETHIOPIA,ETHIOPIA 1
2634,ASIA,INDONESIA,INDONESIA6
2635,AFRICA,ALGERIA,ALGERIA  6
2636,EUROPE,UNITED KINGDOM,UNITED KI6
2637,ASIA,INDIA,INDIA    1
2638,MIDDLE EAST,JORDAN,JORDAN   7
2639,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
2640,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
2641,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
2642,EUROPE,ROMANIA,ROMANIA  3
2643,AFRICA,MOZAMBIQUE,MOZAMBIQU2
2644,MIDDLE EAST,JORDAN,JORDAN   2
2645,MIDDLE EAST,JORDAN,JORDAN   6
2646,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
2647,EUROPE,FRANCE,FRANCE   8
2648,AMERICA,CANADA,CANADA   5
2649,AFRICA,MOROCCO,MOROCCO  7
