order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel;iandryLabel
322;dibstudent04--2016-09-25--21-22.log-4;68;0.0571428571428571;0;2;0;0;2;2;5;0;0;2;0;0.0199314358606394;1;250.86;0.047;0.139328928545121;4;1;2;0.161290322580645;12.718;1;0;1;1
323;dibstudent04--2016-09-25--21-22.log-5;68;0.0571428571428571;0;2;0;0;2;2;6;0;0;2;0;0.0227582204588816;1;263.641;0.063;0.139328928545121;3;1;2;0.193548387096774;1.781;1;0;1;1
324;dibstudent04--2016-09-25--21-22.log-6;68;0.0571428571428571;0;2;0;0;2;2;7;0;0;2;0;0.0263497668045638;1;265.657;0.235;0.139328928545121;2;1;2;0.225806451612903;118.5;1;0;1;1
325;dibstudent04--2016-09-25--21-22.log-7;4;0.0571428571428571;1;0;1;0.0428571428571429;2;2;8;0;1;2;0;0.0208240059140177;0.0588235294117647;384.172;0.015;0.421823048888253;1;1;2;0.258064516129032;146.906;0;1;1;1
326;dibstudent04--2016-09-25--21-22.log-8;4;0.0571428571428571;0;0;0;0.0428571428571429;2;2;9;1;1;2;0;0.0169461526584748;1;531.094;0.016;0.421823048888253;0;1;2;0.290322580645161;14.875;1;0;1;1
327;dibstudent04--2016-09-25--21-22.log-9;1172;0.0571428571428571;7;0;7;0;2;2;10;0;0;2;0.0449283140381814;0.0181488203266788;0;551;5.031;0.100697418005719;0;0;1;0.32258064516129;193.865;0;0;1;1
328;dibstudent04--2016-09-25--21-46.log-0;6;0.0142857142857143;0;5;0;0;1;0;1;0;0;1;0.000227807730275647;1;1;0.015;0.015;0.127122203337201;0;0.5;0;0.0104166666666667;33.469;0;0;1;1
329;dibstudent04--2016-09-25--21-46.log-1;206;0.0571428571428571;3;2;3;0;2;1;2;0;0;1;0.00776069921639542;0.0591226203145323;0;33.828;0.344;0.269442652936132;8;0;1;0.0208333333333333;2.375;0;1;1;1
330;dibstudent04--2016-09-25--21-46.log-10;15;0.1;3;1;3;0.0571428571428571;3;1;11;2;2;1;0.00056478030046312;0.0746000420472964;0;147.453;0.078;0.656223854989374;2;0;2;0.114583333333333;1.797;0;1;1;1
331;dibstudent04--2016-09-25--21-46.log-11;15;0.1;0;1;0;0.0571428571428571;3;1;12;2;2;1;0;0.0802342841096;1;149.562;0.312;0.656223854989374;1;1;3;0.125;65;1;0;1;1
332;dibstudent04--2016-09-25--21-46.log-12;220;0.1;1;0;1;0.0142857142857143;3;1;13;1;1;1;0.00765954266925721;0.0604960677555959;1;214.89;0.328;0.345671137285056;0;0.0681818181818182;3;0.135416666666667;68.907;0;0;1;1
333;dibstudent04--2016-09-25--21-46.log-13;17;0.0571428571428571;3;1;3;0.0142857142857143;2;1;14;1;1;1;0.000634778387662895;0.0493174812857772;0;283.875;0.078;0.259014699811297;0;0;2;0.145833333333333;1.203;0;0;1;1
334;dibstudent04--2016-09-25--21-46.log-14;1;0.0142857142857143;3;1;3;0.0142857142857143;1;1;15;1;1;1;0;0.0526144100346203;0;285.093;0.015;0;0;0;1;0.15625;5.313;0;0;1;0
335;dibstudent04--2016-09-25--21-46.log-15;17;0.0571428571428571;3;1;3;0.0142857142857143;2;1;16;1;1;1;0;0.055083520387788;0;290.468;0.062;0.259014699811297;0;0;1;0.166666666666667;25.454;0;1;1;0
336;dibstudent04--2016-09-25--21-46.log-16;1;0.0142857142857143;3;1;3;0.0142857142857143;1;1;17;1;1;1;3.73385109401837e-05;0.0537894680221613;0;316.047;0.125;0;0;0;1;0.177083333333333;31.312;0;0;1;0
337;dibstudent04--2016-09-25--21-46.log-17;1;0.0285714285714286;4;0;4;0;1;1;18;0;0;1;3.73371168278386e-05;0.05181720043181;0;347.375;0.016;0;1;0;0;0.1875;3.547;0;0;0;1
338;dibstudent04--2016-09-25--21-46.log-18;1;0.0285714285714286;0;0;0;0;1;1;19;0;0;1;0;0.054143085927927;1;350.922;0;0;0;1;1;0.197916666666667;6.265;1;0;0;0
339;dibstudent04--2016-09-25--21-46.log-19;1;0;2;1;2;0;0;1;20;0;0;1;0;0.0559882200784955;0;357.218;0.031;0;1;0;0;0.208333333333333;24.438;0;0;0;0
340;dibstudent04--2016-09-25--21-46.log-2;206;0.0571428571428571;0;2;0;0;2;1;3;0;0;1;0;0.0822977532713357;1;36.453;0.25;0.269442652936132;7;1;2;0.03125;6.562;1;0;1;1
341;dibstudent04--2016-09-25--21-46.log-20;6;0.0142857142857143;1;2;1;0;1;1;21;0;0;1;0;0.0550233718322259;0;381.656;0;0.127122203337201;0;0;0;0.21875;10.156;0;1;0;0
342;dibstudent04--2016-09-25--21-46.log-21;131;0.0714285714285714;4;0;4;0;3;1;22;0;0;1;0.00486735527978004;0.0560912553732873;0;392.218;0.406;0.155513891484197;0;0;1;0.229166666666667;5.86;0;1;0;0
343;dibstudent04--2016-09-25--21-46.log-22;6;0.0142857142857143;6;0;6;0;1;0;23;0;0;1;0.000222882615156018;0.0577686241020747;0;398.14;0.062;0;0;0;1;0.239583333333333;4.547;0;0;0;0
344;dibstudent04--2016-09-25--21-46.log-23;6;0.0142857142857143;2;0;2;0;1;0;24;0;0;1;0.000222832949565476;0.059592684004827;0;402.734;0.047;0.0117515559219455;0;0;1;0.25;2.844;0;0;0;0
345;dibstudent04--2016-09-25--21-46.log-24;131;0.0714285714285714;6;0;6;0;3;0;25;0;0;1;0;0.0616404242833684;0;405.578;0;0.155513891484197;0;0;1;0.260416666666667;7.234;0;0;0;1
346;dibstudent04--2016-09-25--21-46.log-25;6;0.0142857142857143;6;0;6;0;1;0;26;0;0;1;0;0.0629802242095982;0;412.828;0.016;0.000884291540228843;0;0;1;0.270833333333333;10.375;0;0;0;0
347;dibstudent04--2016-09-25--21-46.log-26;6;0.0142857142857143;2;0;2;0;1;0;27;0;0;1;0.000222783306104263;0.0637898243417244;0;423.265;0.062;0;0;0;1;0.28125;8.032;0;0;0;0
348;dibstudent04--2016-09-25--21-46.log-27;6;0.0142857142857143;2;2;2;0;1;0;28;0;0;1;0;0.0649182030641392;0;431.312;0.015;0.0188018047950215;1;0;1;0.291666666666667;18.375;0;0;1;0
349;dibstudent04--2016-09-25--21-46.log-28;1;0.0142857142857143;1;0;1;0.0142857142857143;1;1;29;0;1;1;0;0.0644870058683175;0.166666666666667;449.703;0.016;0;0;1;1;0.302083333333333;16.125;0;1;1;1
350;dibstudent04--2016-09-25--21-46.log-29;36;0.0571428571428571;3;0;3;0.0142857142857143;2;1;30;1;1;1;0.00133491545535449;0.0643821034920853;0;465.968;0.14;0.151831705103219;0;0;1;0.3125;49;0;1;1;1
351;dibstudent04--2016-09-25--21-46.log-3;206;0.0571428571428571;0;2;0;0;2;1;4;0;0;1;0;0.0929216902455456;1;43.047;0.032;0.269442652936132;6;1;2;0.0416666666666667;31.093;1;0;1;1
352;dibstudent04--2016-09-25--21-46.log-30;1;0.0142857142857143;3;0;3;0.0142857142857143;1;1;31;1;1;1;0;0.0601960449256676;0;514.984;0.016;0;0;0;1;0.322916666666667;56.469;0;0;1;0
353;dibstudent04--2016-09-25--21-46.log-31;2;0.0142857142857143;3;0;3;0;1;1;32;0;0;1;7.41564701520208e-05;0.0559915312808938;0;571.515;0.062;0.000138082128306793;0;0;0;0.333333333333333;331.547;0;0;0;0
354;dibstudent04--2016-09-25--21-46.log-32;39;0.0428571428571429;6;1;6;0;1;0;33;0;0;1;0.00144396312340331;0.0365353828575984;0;903.234;0.172;0.163010545016072;2;0;0;0.34375;27.578;0;0;0;1
355;dibstudent04--2016-09-25--21-46.log-33;1;0.0428571428571429;1;1;1;0.0428571428571429;1;1;34;0;1;1;0;0.0365260307055003;0.0256410256410256;930.843;0.031;0;1;1;1;0.354166666666667;8.516;0;1;1;1
356;dibstudent04--2016-09-25--21-46.log-34;2;0.0571428571428571;1;0;1;0.0428571428571429;2;1;35;1;1;1;7.40439080374662e-05;0.0372483078625857;0;939.64;0.281;0.000118576591258357;0;0;1;0.364583333333333;20.969;0;1;1;1
357;dibstudent04--2016-09-25--21-46.log-35;2;0.0142857142857143;4;0;4;0;1;1;36;0;0;1;7.40384259430645e-05;0.0374756018217306;0;960.625;0.016;0.0204576896585111;0;0;1;0.375;9.734;0;0;1;0
358;dibstudent04--2016-09-25--21-46.log-36;586;0.0714285714285714;4;1;4;0;2;1;37;0;0;1;0.0212326533570057;0.0381167051095958;0;970.703;0.344;0.0189210468381246;0;0;1;0.385416666666667;15;0;1;1;1
359;dibstudent04--2016-09-25--21-46.log-37;2;0.0142857142857143;4;0;4;0;1;1;38;0;0;1;0;0.0385505793746284;0;985.718;0.015;0.0204576896585111;0;0;1;0.395833333333333;4.188;0;0;1;0
360;dibstudent04--2016-09-25--21-46.log-38;586;0.0571428571428571;3;0;3;0;2;1;39;0;0;1;0.0207912009934362;0.0393858633027773;0;990.203;0.297;0.0189210468381246;0;0;1;0.40625;18.937;0;1;1;0
361;dibstudent04--2016-09-25--21-46.log-39;2;0.0142857142857143;3;0;3;0;1;1;40;0;0;1;0;0.0396370828692492;0;1009.156;0.016;0.0204576896585111;0;0;1;0.416666666666667;9.844;0;0;1;0
362;dibstudent04--2016-09-25--21-46.log-4;206;0.0571428571428571;0;2;0;0;2;1;5;0;0;1;0;0.0674108828129213;1;74.172;0.032;0.269442652936132;5;1;2;0.0520833333333333;1.156;1;0;1;1
363;dibstudent04--2016-09-25--21-46.log-40;34;0.0571428571428571;3;1;3;0;2;1;41;0;0;1;0.00120486197242992;0.0402293662599249;0;1019.156;0.156;0.0080052597511624;11;0;1;0.427083333333333;8.437;0;1;1;1
364;dibstudent04--2016-09-25--21-46.log-41;2;0.0571428571428571;1;1;1;0.0428571428571429;2;1;42;0;1;1;0;0.0408697073728952;0.0588235294117647;1027.656;0.063;0.0272224512525863;10;1;2;0.4375;18.875;0;1;1;1
365;dibstudent04--2016-09-25--21-46.log-42;4;0.0571428571428571;1;2;1;0.0428571428571429;2;1;43;1;1;2;7.08692108713369e-05;0.0410844380747641;1;1046.625;0.094;0.0177594299837593;9;0.5;2;0.447916666666667;11.437;0;0;1;1
366;dibstudent04--2016-09-25--21-46.log-43;6;0.0571428571428571;1;1;1;0.0428571428571429;2;2;44;1;1;3;0;0.0415842463753186;1;1058.093;0.031;0.416834246082923;8;0.666666666666667;2;0.458333333333333;53.766;0;0;1;1
367;dibstudent04--2016-09-25--21-46.log-44;6;0.0571428571428571;0;1;0;0.0428571428571429;2;3;45;1;1;3;0;0.0404716293877991;1;1111.89;0.031;0.416834246082923;7;1;2;0.46875;54.078;1;0;1;1
368;dibstudent04--2016-09-25--21-46.log-45;4;0.0571428571428571;1;1;1;0.0428571428571429;2;2;46;1;1;2;0;0.039451114922813;0.666666666666667;1166;0.032;0.384302763819812;6;1;2;0.479166666666667;1.312;0;0;0;1
369;dibstudent04--2016-09-25--21-46.log-46;2;0.0571428571428571;1;1;1;0.0428571428571429;2;1;47;1;1;1;0;0.0402628909783711;0.5;1167.328;0.016;0.0245021472714579;5;1;2;0.489583333333333;16.687;0;0;0;1
370;dibstudent04--2016-09-25--21-46.log-47;35;0.0714285714285714;1;4;1;0.0428571428571429;3;1;48;1;1;1;0.00123867497168743;0.038932913723041;0;1232.89;48.875;0.0385155388055265;4;0;2;0.5;4.078;0;1;0;1
371;dibstudent04--2016-09-25--21-46.log-48;71;0.0714285714285714;1;0;1;0.0428571428571429;3;1;49;1;1;2;0.00127244450728121;0.0396069695333491;1;1237.156;0.188;0.55879575894205;3;0.492957746478873;3;0.510416666666667;9.937;0;0;1;1
372;dibstudent04--2016-09-25--21-46.log-49;71;0.0714285714285714;0;0;0;0.0428571428571429;3;2;50;1;1;2;0;0.040091215533582;1;1247.156;0.063;0.55879575894205;2;1;3;0.520833333333333;2.062;1;0;1;1
373;dibstudent04--2016-09-25--21-46.log-5;206;0.0571428571428571;0;2;0;0;2;1;6;0;0;1;0;0.0794544130305237;1;75.515;0.187;0.269442652936132;4;1;2;0.0625;6.61;1;0;1;1
374;dibstudent04--2016-09-25--21-46.log-50;71;0.0714285714285714;0;0;0;0.0428571428571429;3;2;51;1;1;2;0;0.0408244946968181;1;1249.25;0.032;0.55879575894205;1;1;3;0.53125;2;1;0;1;1
375;dibstudent04--2016-09-25--21-46.log-51;71;0.0714285714285714;0;0;0;0.0428571428571429;3;2;52;1;1;2;0;0.0415568805807095;1;1251.297;0.047;0.55879575894205;0;1;3;0.541666666666667;174.328;1;0;1;1
376;dibstudent04--2016-09-25--21-46.log-52;120;0.1;2;3;2;0.0428571428571429;4;2;53;1;1;2;0.00422356750668732;0.0371628349212849;0;1426.156;0.531;0.429505836575045;3;0;3;0.552083333333333;1.953;0;1;1;1
377;dibstudent04--2016-09-25--21-46.log-53;62;0.1;1;1;1;0.0428571428571429;4;1;54;1;1;1;0;0.0378035573147433;0.516666666666667;1428.437;0.328;0.617548106894243;2;1;4;0.5625;1.047;0;0;1;1
378;dibstudent04--2016-09-25--21-46.log-54;62;0.1;0;1;0;0.0428571428571429;4;1;55;1;1;1;0;0.0384745875349332;1;1429.515;0.031;0.617548106894243;1;1;4;0.572916666666667;1.75;1;0;0;1
379;dibstudent04--2016-09-25--21-46.log-55;62;0.1;0;1;0;0.0428571428571429;4;1;56;1;1;1;0;0.0391240953426258;1;1431.343;0.078;0.617548106894243;0;1;4;0.583333333333333;5.141;0;0;0;1
380;dibstudent04--2016-09-25--21-46.log-56;68;0.0571428571428571;11;3;11;0.0285714285714286;2;0;57;0;2;2;0.00119524713492231;0.0396763247193944;0;1436.625;0.141;0.13951301513764;0;0;1;0.59375;5.453;0;0;0;0
381;dibstudent04--2016-09-25--21-46.log-57;10;0.0857142857142857;10;0;10;0.0428571428571429;3;0;58;0;1;1;0.000351419735732359;0.0402180093472201;0;1442.14;0.062;0.373058023494624;0;0;1;0.604166666666667;25.563;0;0;0;0
382;dibstudent04--2016-09-25--21-46.log-58;34;0.0571428571428571;9;0;9;0.0285714285714286;2;0;59;0;2;1;0;0.0401980195321496;0;1467.734;0.031;0.0317607775986311;1;0;1;0.614583333333333;41.922;0;0;0;0
383;dibstudent04--2016-09-25--21-46.log-59;582;0.0571428571428571;0;0;0;0.0285714285714286;2;1;60;2;2;1;0.0188939456626672;0.0391764841847798;1;1531.531;21.875;0.0473431367084156;0;0.0584192439862543;2;0.625;889.178;1;0;0;1
384;dibstudent04--2016-09-25--21-46.log-6;206;0.0571428571428571;0;2;0;0;2;1;7;0;0;1;0;0.0852203554906258;1;82.14;0.015;0.269442652936132;3;1;2;0.0729166666666667;8.516;1;0;1;1
385;dibstudent04--2016-09-25--21-46.log-60;6;0.0285714285714286;6;0;6;0;2;0;61;0;0;1;0.000206825232678387;0.0251966266260602;0;2420.959;0.25;0.1271222033372;1;0;1;0.635416666666667;34.531;0;0;0;1
386;dibstudent04--2016-09-25--21-46.log-61;6;0.0285714285714286;0;0;0;0;2;1;62;0;0;1;0;0.0252493886186345;1;2455.505;0.015;0.1271222033372;0;1;2;0.645833333333333;14.594;1;0;1;1
387;dibstudent04--2016-09-25--21-46.log-62;102;0.0571428571428571;2;0;2;0;2;1;63;0;0;1;0.00292146416910122;0.0255037599829003;0;2470.224;0.125;0.145581444164387;0;0;1;0.65625;146.75;0;1;1;1
388;dibstudent04--2016-09-25--21-46.log-63;582;0.1;7;0;7;0.0285714285714286;3;0;64;0;2;1;0.0196111466792466;0.0242853467530112;0;2635.334;18.36;0.0473431367084136;0;0;2;0.666666666666667;7.156;0;0;0;1
389;dibstudent04--2016-09-25--21-46.log-64;582;0.0571428571428571;3;0;3;0.0285714285714286;2;1;65;2;2;1;0;0.0244278618931367;0;2660.896;18.406;0.0473431367084156;0;0;2;0.677083333333333;15.328;0;0;0;0
390;dibstudent04--2016-09-25--21-46.log-65;310;0.0428571428571429;3;0;3;0;1;1;66;0;0;1;0.0103378130523227;0.0244800947157119;0;2696.068;19.844;0.0119701053390345;1;0;1;0.6875;3.187;0;0;0;0
391;dibstudent04--2016-09-25--21-46.log-66;17;0.0428571428571429;0;0;0;0;1;1;67;0;0;1;0;0.0248213694949815;0.0548387096774194;2699.287;0.032;0.00253328939910535;0;1;1;0.697916666666667;6.359;1;0;0;1
392;dibstudent04--2016-09-25--21-46.log-67;6;0.0142857142857143;4;1;4;0;1;1;68;0;0;1;0;0.0251321934898009;0;2705.693;0.047;0.0595801115946006;0;0;0;0.708333333333333;75.937;0;0;0;0
393;dibstudent04--2016-09-25--21-46.log-68;1633;0.0714285714285714;4;2;4;0;2;1;69;0;0;1;0.0349188980432544;0.0247933438854763;0;2783.005;1.375;0.0584181372497118;8;0;1;0.71875;96.891;0;1;1;0
394;dibstudent04--2016-09-25--21-46.log-69;1633;0.0714285714285714;0;2;0;0;2;1;70;0;0;1;0;0.024303403691687;1;2880.255;0.359;0.0584181372497118;7;1;2;0.729166666666667;7.344;1;0;1;0
395;dibstudent04--2016-09-25--21-46.log-7;38;0.0571428571428571;1;1;1;0.0142857142857143;2;1;8;0;1;1;0;0.0881698150638129;0.184466019417476;90.734;0.078;0.398672964056265;2;1;2;0.0833333333333333;4.406;0;1;1;1
396;dibstudent04--2016-09-25--21-46.log-70;259;0.0714285714285714;1;2;1;0.0142857142857143;2;1;71;0;1;1;0;0.0245857730095999;0.158603796693203;2887.849;0.25;0.0554067866341398;6;1;2;0.739583333333333;9.797;0;1;1;1
397;dibstudent04--2016-09-25--21-46.log-71;259;0.0714285714285714;0;2;0;0.0142857142857143;2;1;72;1;1;1;0;0.0248456121268672;1;2897.896;0.25;0.0554067866341398;5;1;2;0.75;53.484;1;0;1;1
398;dibstudent04--2016-09-25--21-46.log-72;1;0.0714285714285714;1;2;1;0.0714285714285714;2;1;73;1;2;1;0;0.0247340580525284;0.00386100386100386;2951.396;0.016;0;4;1;2;0.760416666666667;12.594;0;1;1;1
399;dibstudent04--2016-09-25--21-46.log-73;2;0.0714285714285714;1;1;1;0.0714285714285714;2;1;74;2;2;2;3.21822804363917e-05;0.0249659501551431;1;2964.037;0.047;0.84890586650817;3;0.5;2;0.770833333333333;77.015;0;0;1;1
400;dibstudent04--2016-09-25--21-46.log-74;2;0.0714285714285714;0;1;0;0.0714285714285714;2;2;75;2;2;2;0;0.0246620071914413;1;3041.115;0.063;0.84890586650817;2;1;2;0.78125;7.031;1;0;1;1
401;dibstudent04--2016-09-25--21-46.log-75;518;0.0714285714285714;1;2;1;0.0142857142857143;2;2;76;1;1;2;0.00823465577223836;0.0247670027918278;1;3068.599;20.453;0.132172012802401;1;0.00386100386100386;2;0.791666666666667;146.797;0;0;1;1
402;dibstudent04--2016-09-25--21-46.log-76;2;0.0714285714285714;1;0;1;0.0714285714285714;2;2;77;1;2;2;0;0.0239471644691256;0.00386100386100386;3215.412;0.016;1;0;1;2;0.802083333333333;11.593;0;1;1;1
403;dibstudent04--2016-09-25--21-46.log-77;2;0.128571428571429;4;0;4;0.0714285714285714;3;2;78;2;2;2;6.38304662815562e-05;0.024170083014939;0;3227.13;0.125;1;0;0;2;0.8125;5;0;1;1;1
404;dibstudent04--2016-09-25--21-46.log-78;2;0.0714285714285714;4;0;4;0.0714285714285714;2;2;79;2;2;2;0;0.0244419651835035;0;3232.146;0.016;1;0;0;2;0.822916666666667;239.656;0;0;1;1
405;dibstudent04--2016-09-25--21-46.log-79;6;0.0142857142857143;7;1;7;0;1;1;80;0;0;1;0;0.0230426825369302;0;3471.818;0.016;0.0595801115946006;0;0;1;0.833333333333333;149.656;0;0;0;0
406;dibstudent04--2016-09-25--21-46.log-8;38;0.0571428571428571;0;1;0;0.0142857142857143;2;1;9;1;1;1;0;0.0945815292782378;1;95.156;0.016;0.398672964056265;1;1;2;0.09375;36.484;1;0;1;1
407;dibstudent04--2016-09-25--21-46.log-80;201;0.0571428571428571;3;0;3;0;2;1;81;0;0;1;0.00637407242975836;0.0223654222840232;0;3621.662;0.188;0.13888767307758;1;0;1;0.84375;2.422;0;1;0;0
408;dibstudent04--2016-09-25--21-46.log-81;201;0.0571428571428571;0;0;0;0;2;1;82;0;0;1;0;0.0226250461468167;1;3624.302;0.218;0.13888767307758;0;1;2;0.854166666666667;29.407;1;0;1;1
409;dibstudent04--2016-09-25--21-46.log-82;6;0.0142857142857143;3;1;3;0;1;1;83;0;0;1;0;0.022716548923783;0;3653.724;0.015;0.0595801115946006;1;0;1;0.864583333333333;7.406;0;0;0;1
410;dibstudent04--2016-09-25--21-46.log-83;1;0.0142857142857143;1;0;1;0.0142857142857143;1;1;84;0;1;1;0;0.0229436356812867;0.166666666666667;3661.146;0.016;0;0;1;1;0.875;9.109;0;1;1;1
411;dibstudent04--2016-09-25--21-46.log-84;259;0.0428571428571429;2;1;2;0.0142857142857143;2;1;85;1;1;1;0.00814644733117353;0.0231572798859681;0;3670.552;0.297;0.0554067866341398;4;0;1;0.885416666666667;168.5;0;1;1;0
412;dibstudent04--2016-09-25--21-46.log-85;259;0.0428571428571429;0;1;0;0.0142857142857143;2;1;86;1;1;1;0;0.0224012703083144;1;3839.068;0.016;0.0554067866341398;3;1;2;0.895833333333333;0.75;1;0;1;1
413;dibstudent04--2016-09-25--21-46.log-86;259;0.0428571428571429;0;1;0;0.0142857142857143;2;1;87;1;1;1;0;0.0226572294531482;1;3839.834;0.016;0.0554067866341398;2;1;2;0.90625;10.125;1;0;1;1
414;dibstudent04--2016-09-25--21-46.log-87;1;0.0428571428571429;1;1;1;0.0428571428571429;2;1;88;1;2;1;0;0.0228570181824982;0.00386100386100386;3850.021;0.062;0;1;1;2;0.916666666666667;19.297;0;1;1;1
415;dibstudent04--2016-09-25--21-46.log-88;2;0.0428571428571429;1;0;1;0.0428571428571429;2;1;89;2;2;2;3.14524753098069e-05;0.0230012852291174;1;3869.349;0.031;1;0;0.5;2;0.927083333333333;114.969;0;0;1;1
416;dibstudent04--2016-09-25--21-46.log-89;2;0.1;4;4;4;0.0428571428571429;3;2;90;2;2;2;6.29009938357026e-05;0.0225882069481325;0;3984.38;0.062;1;5;0;2;0.9375;107.407;0;1;1;0
417;dibstudent04--2016-09-25--21-46.log-9;1;0.0571428571428571;1;0;1;0.0571428571428571;2;1;10;1;2;1;0;0.075919767989189;0.0263157894736842;131.718;0.078;0;0;1;2;0.104166666666667;15.657;0;1;1;1
418;dibstudent04--2016-09-25--21-46.log-90;2;0.1;0;4;0;0.0428571428571429;3;2;91;2;2;2;0;0.0222395033210177;1;4091.818;0.031;1;4;1;3;0.947916666666667;7.328;1;0;1;1
419;dibstudent04--2016-09-25--21-46.log-91;2;0.1;1;1;1;0.0714285714285714;3;2;92;2;3;2;0;0.0224433543154301;1;4099.209;0.063;1;3;1;3;0.958333333333333;3.14;0;1;1;1
420;dibstudent04--2016-09-25--21-46.log-92;2;0.1;0;1;0;0.0714285714285714;3;2;93;3;3;2;0;0.0226698501961673;1;4102.365;0.016;1;2;1;3;0.96875;3.422;1;0;1;1
421;dibstudent04--2016-09-25--21-46.log-93;2;0.1;0;1;0;0.0714285714285714;3;2;94;3;3;2;0;0.0228943416391082;1;4105.818;0.031;1;1;1;3;0.979166666666667;8.641;1;0;1;1
422;dibstudent04--2016-09-25--21-46.log-94;2;0.1;1;0;1;0.1;3;2;95;3;4;2;0;0.0230888675931217;1;4114.537;0.078;1;0;1;3;0.989583333333333;9.687;0;1;1;1
423;dibstudent04--2016-09-25--21-46.log-95;3178;0.1;3;0;3;0.0142857142857143;3;2;96;1;1;2;0.0908155095504975;0.023273579226779;1;4124.849;0.625;0.131124847990035;0;0.000629326620516048;3;1;0;0;0;1;0
424;dibstudent05--2016-09-26--08-16.log-0;22;0.0759493670886076;0;2;0;0.0253164556962025;3;0;1;0;1;1;0.00062867920214894;1;1;0.328;0.328;0.0976029733159819;1;0.5;0;0.0555555555555556;6.969;0;0;1;1
425;dibstudent05--2016-09-26--08-16.log-1;2;0.0759493670886076;1;0;1;0.0632911392405063;3;1;2;1;2;1;0;0.273485573635991;0.0909090909090909;7.313;0.016;0.0779897545675743;0;1;3;0.111111111111111;19.546;0;1;1;1
426;dibstudent05--2016-09-26--08-16.log-10;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;11;3;3;1;0;0.107186358099878;1;102.625;0.141;0.133237954916454;7;1;5;0.611111111111111;3.641;1;0;1;1
427;dibstudent05--2016-09-26--08-16.log-11;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;12;3;3;1;0;0.112808460634548;1;106.375;0.109;0.133237954916454;6;1;5;0.666666666666667;4.016;1;0;1;1
428;dibstudent05--2016-09-26--08-16.log-12;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;13;3;3;1;0;0.11774722388276;1;110.406;0.015;0.133237954916454;5;1;5;0.722222222222222;4.063;1;0;1;1
429;dibstudent05--2016-09-26--08-16.log-13;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;14;3;3;1;0;0.122120358336023;1;114.641;0.172;0.133237954916454;4;1;5;0.777777777777778;5.218;1;0;1;1
430;dibstudent05--2016-09-26--08-16.log-14;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;15;3;3;1;0;0.125130344108446;1;119.875;0.016;0.133237954916454;3;1;5;0.833333333333333;7.547;1;0;1;1
431;dibstudent05--2016-09-26--08-16.log-15;2;0.113924050632911;0;2;0;0.0759493670886076;5;1;16;3;3;1;5.71428571428571e-05;0.125321135409487;0;127.672;0.25;0.133237954916454;2;0;5;0.888888888888889;2.906;1;0;1;1
432;dibstudent05--2016-09-26--08-16.log-16;3;0.126582278481013;1;0;1;0.0759493670886076;6;1;17;3;3;1;8.57069394051938e-05;0.130003211844057;0;130.766;0.188;0.128140431553546;1;0;5;0.944444444444444;9.843;0;1;1;1
433;dibstudent05--2016-09-26--08-16.log-17;3;0.126582278481013;0;0;0;0.0759493670886076;6;1;18;3;3;1;0;0.127858162678202;1;140.781;0.172;0.128140431553546;0;1;6;1;0;1;0;1;1
434;dibstudent05--2016-09-26--08-16.log-2;2;0.10126582278481;2;1;2;0.0632911392405063;4;1;3;2;2;1;5.7149388501543e-05;0.110599078341014;0;27.125;0.266;0.0779897545675743;3;0;3;0.166666666666667;4.047;0;1;1;1
435;dibstudent05--2016-09-26--08-16.log-3;2;0.10126582278481;0;1;0;0.0632911392405063;4;1;4;2;2;1;0;0.127873149835363;1;31.281;0.109;0.0779897545675743;2;1;4;0.222222222222222;5.719;1;0;1;1
436;dibstudent05--2016-09-26--08-16.log-4;2;0.10126582278481;0;1;0;0.0632911392405063;4;1;5;2;2;1;0;0.135076723578993;1;37.016;0.016;0.0779897545675743;1;1;4;0.277777777777778;2.968;1;0;1;1
437;dibstudent05--2016-09-26--08-16.log-5;2;0.10126582278481;0;1;0;0.0632911392405063;4;1;6;2;2;1;0;0.15;1;40;0.016;0.0779897545675743;0;1;4;0.333333333333333;2.203;1;0;1;1
438;dibstudent05--2016-09-26--08-16.log-6;2;0.0759493670886076;2;0;2;0.0632911392405063;3;1;7;2;2;1;0;0.165191740412979;1;42.375;0.172;0.0779897545675743;0;1;3;0.388888888888889;3.266;0;0;1;1
439;dibstudent05--2016-09-26--08-16.log-7;2;0.10126582278481;2;1;2;0.0632911392405063;4;1;8;2;2;1;0;0.174683931261873;1;45.797;0.156;0.0779897545675743;10;1;3;0.444444444444444;27.687;0;1;1;1
440;dibstudent05--2016-09-26--08-16.log-8;2;0.10126582278481;1;7;1;0.0759493670886076;4;1;9;2;3;1;5.71461226355792e-05;0.1221117186546;0;73.703;0.219;0.133237954916454;9;0;4;0.5;8.531;0;1;1;1
