order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;veronikaLabel
250;dibstudent04--2016-09-20--14-38.log-46;11;0.0714285714285714;0;0;0;0.0285714285714286;2;1;47;1;1;1;0;0.0203803140042677;1;2306.147;0.031;0.0755063105452062;0;1;2;0.810344827586207;3.312;1;0;0
251;dibstudent04--2016-09-20--14-38.log-47;11;0.0428571428571429;2;0;2;0.0285714285714286;1;1;48;1;1;1;0;0.020783665424554;1;2309.506;0.047;0.0755063105452062;0;1;1;0.827586206896552;3.328;0;0;0
252;dibstudent04--2016-09-20--14-38.log-48;1;0.0285714285714286;5;0;5;0.0285714285714286;1;1;49;1;1;1;0;0.0211858361011836;0.0909090909090909;2312.866;0.032;0;0;1;0;0.844827586206897;83.781;0;0;0
253;dibstudent04--2016-09-20--14-38.log-49;11;0.0714285714285714;3;0;3;0.0285714285714286;2;1;50;1;1;1;0;0.0208620708359098;1;2396.694;0.047;0.0755063105452062;0;0.0909090909090909;1;0.862068965517241;2.5;0;1;1
254;dibstudent04--2016-09-20--14-38.log-5;26;0.0428571428571429;0;2;0;0;3;1;6;0;0;1;0;0.0389569914814045;0.376811594202899;154.016;0.031;0.432479981993335;8;1;3;0.103448275862069;3.578;1;0;1
255;dibstudent04--2016-09-20--14-38.log-50;11;0.0428571428571429;2;0;2;0.0285714285714286;1;1;51;1;1;1;0;0.0212570059548793;1;2399.209;0.015;0.0755063105452062;0;1;1;0.879310344827586;9.453;0;0;1
256;dibstudent04--2016-09-20--14-38.log-51;11;0.0714285714285714;2;0;2;0.0285714285714286;2;1;52;1;1;1;0;0.0215886058659563;1;2408.678;0.016;0.0755063105452062;2;1;1;0.896551724137931;2.906;0;1;1
257;dibstudent04--2016-09-20--14-38.log-52;11;0.0714285714285714;0;0;0;0.0285714285714286;2;1;53;1;1;1;0;0.0219769648235872;1;2411.616;0.032;0.0755063105452062;1;1;2;0.913793103448276;1.625;1;0;1
258;dibstudent04--2016-09-20--14-38.log-53;11;0.0714285714285714;0;0;0;0.0285714285714286;2;1;54;1;1;1;0;0.0223764076417918;1;2413.256;0.015;0.0755063105452062;0;1;2;0.931034482758621;1.391;1;0;1
259;dibstudent04--2016-09-20--14-38.log-54;1;0.0285714285714286;3;0;3;0.0285714285714286;1;1;55;1;1;1;0;0.0227776565270203;0.0909090909090909;2414.647;0;0;0;1;1;0.948275862068966;6.312;0;0;1
260;dibstudent04--2016-09-20--14-38.log-55;11;0.0714285714285714;3;0;3;0.0285714285714286;2;1;56;1;1;1;0;0.0231311764888113;1;2420.975;0.016;0.0755063105452062;2;0.0909090909090909;1;0.96551724137931;329.959;0;1;1
261;dibstudent04--2016-09-20--14-38.log-56;11;0.0714285714285714;0;0;0;0.0285714285714286;2;1;57;1;1;1;0;0.0207201148694088;1;2750.95;0.016;0.0755063105452062;1;1;2;0.982758620689655;2.704;1;0;1
262;dibstudent04--2016-09-20--14-38.log-57;11;0.0714285714285714;0;0;0;0.0285714285714286;2;1;58;1;1;1;0;0.0210628074761346;1;2753.669;0.015;0.0755063105452062;0;1;2;1;0;1;0;1
263;dibstudent04--2016-09-20--14-38.log-6;10;0.0285714285714286;1;6;1;0;2;1;7;0;0;1;0.00114285714285714;0.0444091990483743;0;157.625;0.031;0.366176238322213;7;0;2;0.120689655172414;36.797;0;0;0
264;dibstudent04--2016-09-20--14-38.log-7;12;0.0285714285714286;1;1;1;0.0142857142857143;2;1;8;0;1;1;0.00114155251141553;0.0411342777077924;1;194.485;0.063;0.304725955919519;6;0.833333333333333;2;0.137931034482759;10.719;0;1;0
265;dibstudent04--2016-09-20--14-38.log-8;2;0.0285714285714286;0;1;0;0.0142857142857143;2;1;9;1;1;1;0;0.0438555884201755;0.166666666666667;205.219;0.015;0.0131658796870108;5;1;2;0.155172413793103;5.188;1;0;0
266;dibstudent04--2016-09-20--14-38.log-9;4;0.0285714285714286;0;1;0;0.0142857142857143;2;1;10;1;1;1;0;0.04751993461257;1;210.438;0.031;0.00658293984350511;4;0.5;2;0.172413793103448;3.281;1;0;0
267;dibstudent04--2016-09-20--15-33.log-0;11;0.0428571428571429;0;1;0;0;1;0;1;0;0;1;0.000770793917735267;1;1;0.063;0.063;0.00493703964244407;2;0.5;0;0.0588235294117647;24.375;0;0;0
268;dibstudent04--2016-09-20--15-33.log-1;22;0.0571428571428571;1;1;1;0;2;1;2;0;0;1;0.00153921500034982;0.080654917933621;0;24.797;0.359;0.00709270241482429;1;0;1;0.117647058823529;6.391;0;1;0
269;dibstudent04--2016-09-20--15-33.log-10;74;0.0285714285714286;0;0;0;0;2;1;11;0;0;1;0.00302551055490614;0.0431293055789717;1;255.047;0.015;0.407734854338646;3;0.405405405405405;2;0.647058823529412;20.891;1;0;1
270;dibstudent04--2016-09-20--15-33.log-11;74;0.0285714285714286;0;0;0;0;2;1;12;0;0;1;0;0.0434855084543076;1;275.954;0.016;0.407734854338646;2;1;2;0.705882352941177;35.89;1;0;1
271;dibstudent04--2016-09-20--15-33.log-12;54;0.0285714285714286;0;0;0;0;2;1;13;0;0;1;0;0.041685371641121;0.72972972972973;311.86;0.016;0.473356813967925;1;1;2;0.764705882352941;1.875;1;0;1
272;dibstudent04--2016-09-20--15-33.log-13;54;0.0285714285714286;0;0;0;0;2;1;14;0;0;1;0;0.0446215139442231;1;313.75;0.015;0.473356813967925;0;1;2;0.823529411764706;34.375;1;0;1
273;dibstudent04--2016-09-20--15-33.log-14;44;0.0285714285714286;2;2;2;0;2;0;15;0;0;1;0.00301638445190923;0.0430821547970543;0;348.172;0.047;0.0204537842380819;2;0;2;0.882352941176471;2.172;0;0;1
274;dibstudent04--2016-09-20--15-33.log-15;11;0.0142857142857143;1;0;1;0;1;1;16;0;0;1;0.00075352788053158;0.0456653585444167;0;350.375;0.031;0.00105506212859419;1;0;1;0.941176470588235;6.235;0;0;1
275;dibstudent04--2016-09-20--15-33.log-16;2;0.0142857142857143;0;0;0;0;1;1;17;0;0;1;0;0.0476691202243253;0.181818181818182;356.625;0.015;9.69520049942663E-06;0;1;1;1;0;1;0;0
276;dibstudent04--2016-09-20--15-33.log-2;11;0.0428571428571429;1;0;1;0;1;1;3;0;0;1;0;0.096141520317908;0;31.204;0.016;0.00493703964244407;0;0;1;0.176470588235294;139.64;0;0;0
277;dibstudent04--2016-09-20--15-33.log-3;110;0.0714285714285714;4;1;4;0;2;0;4;0;0;1;0.00763729778518364;0.0233896243626327;0;171.016;0.172;0.233168870833646;0;0;1;0.235294117647059;0.344;0;0;0
278;dibstudent04--2016-09-20--15-33.log-4;6;0.0285714285714286;5;0;5;0;1;0;5;0;0;1;0.000416406412658755;0.029159789816235;0;171.469;0.109;0.000496932355645296;0;0;0;0.294117647058824;12.063;0;0;0
279;dibstudent04--2016-09-20--15-33.log-5;110;0.0714285714285714;5;1;5;0;2;0;6;0;0;1;0;0.0326891749797055;0;183.547;0.015;0.233168870833646;1;0;0;0.352941176470588;14.594;0;0;0
280;dibstudent04--2016-09-20--15-33.log-6;55;0.0571428571428571;1;0;1;0;2;1;7;0;0;1;0.00380254424778761;0.0353255247102045;0;198.157;0.016;0.258992207482276;0;0;1;0.411764705882353;38.687;0;0;0
281;dibstudent04--2016-09-20--15-33.log-7;5;0.0142857142857143;3;6;3;0;1;1;8;0;0;1;0.000345566383302232;0.033775225871823;0;236.86;0.016;0.520722464655585;6;0;1;0.470588235294118;9.094;0;0;0
282;dibstudent04--2016-09-20--15-33.log-8;10;0.0285714285714286;1;0;1;0;2;1;9;0;0;1;0.000690655432004973;0.0365875968046832;0;245.985;0.031;0.514810530564137;5;0;1;0.529411764705882;3.969;0;1;1
283;dibstudent04--2016-09-20--15-33.log-9;30;0.0285714285714286;0;0;0;0;2;1;10;0;0;1;0.00137940547623974;0.0400024001440086;1;249.985;0.031;0.406114652287249;4;0.333333333333333;2;0.588235294117647;5.047;1;0;1
284;dibstudent04--2016-09-25--11-53.log-0;293;0.0571428571428571;0;0;0;0;1;0;1;0;0;1;0.0196763145524142;1;1;1.516;1.516;0.150751258102929;3;0.5;0;0.0769230769230769;14.937;0;0;0
285;dibstudent04--2016-09-25--11-53.log-1;293;0.0571428571428571;0;0;0;0;1;1;2;0;0;1;0;0.119738969047477;1;16.703;0.25;0.150751258102929;2;1;1;0.153846153846154;20;1;0;0
286;dibstudent04--2016-09-25--11-53.log-10;3580;0.0857142857142857;0;0;0;0;3;1;11;0;0;1;0;0.0133992087158198;1;820.944;0.359;0.159009408985775;1;1;3;0.846153846153846;219.36;1;0;0
287;dibstudent04--2016-09-25--11-53.log-11;3580;0.0857142857142857;0;0;0;0;3;1;12;0;0;1;0;0.0115345797087519;1;1040.35;0.046;0.159009408985775;0;1;3;0.923076923076923;815.872;1;0;0
288;dibstudent04--2016-09-25--11-53.log-2;586;0.0571428571428571;0;0;0;0;1;1;3;0;0;1;0.0192966280295047;0.0721535427389485;1;41.578;4.875;0.134355907960481;1;0.5;1;0.230769230769231;50.531;1;0;0
289;dibstudent04--2016-09-25--11-53.log-3;293;0.0571428571428571;0;0;0;0;1;1;4;0;0;1;0;0.0433162955904011;0.5;92.344;0.235;0.150751258102929;0;1;1;0.307692307692308;33.343;1;0;0
290;dibstudent04--2016-09-25--11-53.log-4;919;0.0857142857142857;2;0;2;0;2;1;5;0;0;1;0.0570701111594113;0.0381953462790094;0;130.906;5.219;0.170037791926691;0;0;1;0.384615384615385;19.797;0;1;0
291;dibstudent04--2016-09-25--11-53.log-5;1579;0.1;5;1;5;0;2;1;6;0;0;1;0.0892998529578102;0.0378960133393967;0;158.328;7.625;0.22431067347302;1;0;1;0.461538461538462;63.813;0;0;0
292;dibstudent04--2016-09-25--11-53.log-6;3580;0.114285714285714;1;0;1;0;3;1;7;0;0;1;0.168375505596839;0.031416620289751;0;222.812;0.671;0.159009408985775;0;0;2;0.538461538461538;356.866;0;1;0
293;dibstudent04--2016-09-25--11-53.log-7;0;0;9;0;9;0.0571428571428571;0;1;8;0;1;1;0;0.0137996463840614;0;579.725;0.047;0;0;0;0;0.615384615384615;185.704;0;0;0
294;dibstudent04--2016-09-25--11-53.log-8;0;0;8;0;8;0.514285714285714;0;1;9;1;9;1;0;0.0117569140452014;0;765.507;0.078;0;0;0;0;0.692307692307692;54.797;0;1;0
295;dibstudent04--2016-09-25--11-53.log-9;3580;0.0857142857142857;15;0;15;0;3;1;10;0;0;1;0.144110780130424;0.0121810988325635;0;820.944;0.64;0.159009408985775;2;0;0;0.769230769230769;-0.359;0;0;0
296;dibstudent04--2016-09-25--21-22.log-0;2;0.0142857142857143;0;1;0;0;1;0;1;0;0;1;0.0000805023345677025;1;1;0.016;0.016;0.000660281459453627;1;0.5;0;0.032258064516129;185.125;0;0;1
297;dibstudent04--2016-09-25--21-22.log-1;4;0.0142857142857143;1;0;1;0;1;1;2;0;0;2;0.0000804958544634951;0.0108016440102184;1;185.157;0.016;0.417514429963863;0;0.5;1;0.0645161290322581;44.656;0;0;1
298;dibstudent04--2016-09-25--21-22.log-10;6;0.0142857142857143;8;1;8;0;1;0;11;0;0;1;0.00022995554192856;0.0147668449427583;0;744.912;0.047;0.00279843763752541;0;0;0;0.354838709677419;30.43;0;0;0
299;dibstudent04--2016-09-25--21-22.log-11;6;0.0142857142857143;2;1;2;0;1;0;12;0;0;1;0.000229902674534447;0.0154760231263372;0;775.393;0.051;0.00831350869166714;2;0;1;0.387096774193548;23.743;0;0;0
300;dibstudent04--2016-09-25--21-22.log-12;12;0.0142857142857143;1;2;1;0;1;1;13;0;0;2;0.000229849831443457;0.0162659813266534;1;799.214;0.078;0.139244210922135;1;0.5;1;0.419354838709677;5.656;0;0;0
301;dibstudent04--2016-09-25--21-22.log-13;6;0.0142857142857143;1;0;1;0;1;1;14;0;0;1;0;0.0173937675645992;0.5;804.886;0.016;0.00831350869166714;0;1;1;0.451612903225806;13.344;0;0;0
302;dibstudent04--2016-09-25--21-22.log-14;6;0.0142857142857143;2;0;2;0;1;0;15;0;0;1;0;0.0183319177019108;0;818.245;0.015;0.000884291540228843;0;0;1;0.483870967741935;9.453;0;0;0
303;dibstudent04--2016-09-25--21-22.log-15;6;0.0142857142857143;2;0;2;0;1;0;16;0;0;1;0.000229797012638836;0.0193296244616398;0;827.745;0.047;0.000385133153960604;0;0;1;0.516129032258065;32.672;0;0;0
304;dibstudent04--2016-09-25--21-22.log-16;36;0.0428571428571429;4;0;4;0;2;0;17;0;0;1;0.00137688365333129;0.0197574941918778;0;860.433;0.016;0.302677754076817;1;0;1;0.548387096774194;34.531;0;0;0
305;dibstudent04--2016-09-25--21-22.log-17;36;0.0428571428571429;0;0;0;0;2;1;18;0;0;1;0;0.0201121812777939;1;894.98;0.016;0.302677754076817;0;1;2;0.580645161290323;14.484;1;0;0
306;dibstudent04--2016-09-25--21-22.log-18;6;0.0142857142857143;4;1;4;0;1;0;19;0;0;1;0;0.0208914261587045;0;909.464;0;0.00279843763752541;6;0;1;0.612903225806452;27.547;0;0;0
307;dibstudent04--2016-09-25--21-22.log-19;12;0.0142857142857143;1;1;1;0;1;1;20;0;0;2;0.000229427959620679;0.0213426899686156;1;937.089;0.078;0.240841938710287;5;0.5;1;0.645161290322581;21.047;0;0;0
308;dibstudent04--2016-09-25--21-22.log-2;68;0.0571428571428571;3;2;3;0;2;2;3;0;0;2;0.00272938909849884;0.0130390563200306;0;230.078;0.265;0.139328928545121;6;0;1;0.0967741935483871;5;0;1;1
309;dibstudent04--2016-09-25--21-22.log-20;6;0.0142857142857143;1;2;1;0;1;1;21;0;0;1;0;0.0219171905918894;0.5;958.152;0.016;0.0403336356518228;4;1;1;0.67741935483871;13.734;0;0;0
310;dibstudent04--2016-09-25--21-22.log-21;12;0.0142857142857143;1;1;1;0;1;1;22;0;0;2;0.000229375334505696;0.022636027089151;1;971.902;0.016;0.223050851870309;3;0.5;1;0.709677419354839;22.125;0;0;0
311;dibstudent04--2016-09-25--21-22.log-22;18;0.0142857142857143;1;1;1;0;1;2;23;0;0;3;0.000229322733526984;0.0231374829235316;1;994.058;0.031;0.132227549237567;2;0.666666666666667;1;0.741935483870968;9.531;0;0;0
312;dibstudent04--2016-09-25--21-22.log-23;12;0.0142857142857143;1;1;1;0;1;2;24;0;0;2;0;0.0239137907842229;0.666666666666667;1003.605;0.016;0.237255263039722;1;1;1;0.774193548387097;8.5;0;0;0
313;dibstudent04--2016-09-25--21-22.log-24;6;0.0142857142857143;1;0;1;0;1;1;25;0;0;1;0;0.0247002379126916;0.5;1012.136;0.031;0.0595801115946006;0;1;1;0.806451612903226;35.984;0;0;0
314;dibstudent04--2016-09-25--21-22.log-25;102;0.0571428571428571;3;1;3;0;2;1;26;0;0;1;0.0038833472930785;0.024799647463473;0;1048.402;0.282;0.0395816611392981;2;0;1;0.838709677419355;18.921;0;1;1
315;dibstudent04--2016-09-25--21-22.log-26;102;0.0571428571428571;0;1;0;0;2;1;27;0;0;1;0;0.0252958205683128;1;1067.37;0.047;0.0395816611392981;1;1;2;0.870967741935484;121.188;1;0;1
316;dibstudent04--2016-09-25--21-22.log-27;6;0.0571428571428571;1;0;1;0.0428571428571429;2;1;28;0;1;1;0;0.0235570269349363;0.0588235294117647;1188.605;0.047;0.1676095077919;0;1;2;0.903225806451613;16.14;0;1;1
317;dibstudent04--2016-09-25--21-22.log-28;66;0.1;3;1;3;0.0428571428571429;3;1;29;1;1;1;0.00250645602308978;0.0240671090588599;0;1204.964;0.219;0.141560097077953;2;0;2;0.935483870967742;11.844;0;1;1
318;dibstudent04--2016-09-25--21-22.log-29;66;0.1;0;1;0;0.0428571428571429;3;1;30;1;1;1;0;0.0246527657937944;1;1216.902;0.094;0.141560097077953;1;1;3;0.967741935483871;11.828;1;0;1
319;dibstudent04--2016-09-25--21-22.log-3;68;0.0571428571428571;0;2;0;0;2;2;4;0;0;2;0;0.0170099125265248;1;235.157;0.079;0.139328928545121;5;1;2;0.129032258064516;15.656;1;0;1
320;dibstudent04--2016-09-25--21-22.log-30;12;0.1;1;0;1;0.0571428571428571;3;1;31;1;2;1;0;0.0252270639196835;0.181818181818182;1228.839;0.109;0.206077120014106;0;1;3;1;0;0;1;1
321;dibstudent04--2016-09-25--21-22.log-4;68;0.0571428571428571;0;2;0;0;2;2;5;0;0;2;0;0.0199314358606394;1;250.86;0.047;0.139328928545121;4;1;2;0.161290322580645;12.718;1;0;1
322;dibstudent04--2016-09-25--21-22.log-5;68;0.0571428571428571;0;2;0;0;2;2;6;0;0;2;0;0.0227582204588816;1;263.641;0.063;0.139328928545121;3;1;2;0.193548387096774;1.781;1;0;1
323;dibstudent04--2016-09-25--21-22.log-6;68;0.0571428571428571;0;2;0;0;2;2;7;0;0;2;0;0.0263497668045638;1;265.657;0.235;0.139328928545121;2;1;2;0.225806451612903;118.5;1;0;1
324;dibstudent04--2016-09-25--21-22.log-7;4;0.0571428571428571;1;0;1;0.0428571428571429;2;2;8;0;1;2;0;0.0208240059140177;0.0588235294117647;384.172;0.015;0.421823048888253;1;1;2;0.258064516129032;146.906;0;1;1
325;dibstudent04--2016-09-25--21-22.log-8;4;0.0571428571428571;0;0;0;0.0428571428571429;2;2;9;1;1;2;0;0.0169461526584748;1;531.094;0.016;0.421823048888253;0;1;2;0.290322580645161;14.875;1;0;1
326;dibstudent04--2016-09-25--21-22.log-9;1172;0.0571428571428571;7;0;7;0;2;2;10;0;0;2;0.0449283140381814;0.0181488203266788;0;551;5.031;0.100697418005719;0;0;1;0.32258064516129;193.865;0;0;0
327;dibstudent04--2016-09-25--21-46.log-0;6;0.0142857142857143;0;5;0;0;1;0;1;0;0;1;0.000227807730275647;1;1;0.015;0.015;0.127122203337201;0;0.5;0;0.0104166666666667;33.469;0;0;1
328;dibstudent04--2016-09-25--21-46.log-1;206;0.0571428571428571;3;2;3;0;2;1;2;0;0;1;0.00776069921639542;0.0591226203145323;0;33.828;0.344;0.269442652936132;8;0;1;0.0208333333333333;2.375;0;1;1
329;dibstudent04--2016-09-25--21-46.log-10;15;0.1;3;1;3;0.0571428571428571;3;1;11;2;2;1;0.00056478030046312;0.0746000420472964;0;147.453;0.078;0.656223854989374;2;0;2;0.114583333333333;1.797;0;1;1
330;dibstudent04--2016-09-25--21-46.log-11;15;0.1;0;1;0;0.0571428571428571;3;1;12;2;2;1;0;0.0802342841096;1;149.562;0.312;0.656223854989374;1;1;3;0.125;65;1;0;1
331;dibstudent04--2016-09-25--21-46.log-12;220;0.1;1;0;1;0.0142857142857143;3;1;13;1;1;1;0.00765954266925721;0.0604960677555959;1;214.89;0.328;0.345671137285056;0;0.0681818181818182;3;0.135416666666667;68.907;0;0;0
332;dibstudent04--2016-09-25--21-46.log-13;17;0.0571428571428571;3;1;3;0.0142857142857143;2;1;14;1;1;1;0.000634778387662895;0.0493174812857772;0;283.875;0.078;0.259014699811297;0;0;2;0.145833333333333;1.203;0;0;0
333;dibstudent04--2016-09-25--21-46.log-14;1;0.0142857142857143;3;1;3;0.0142857142857143;1;1;15;1;1;1;0;0.0526144100346203;0;285.093;0.015;0;0;0;1;0.15625;5.313;0;0;0
334;dibstudent04--2016-09-25--21-46.log-15;17;0.0571428571428571;3;1;3;0.0142857142857143;2;1;16;1;1;1;0;0.055083520387788;0;290.468;0.062;0.259014699811297;0;0;1;0.166666666666667;25.454;0;1;0
335;dibstudent04--2016-09-25--21-46.log-16;1;0.0142857142857143;3;1;3;0.0142857142857143;1;1;17;1;1;1;0.0000373385109401837;0.0537894680221613;0;316.047;0.125;0;0;0;1;0.177083333333333;31.312;0;0;0
336;dibstudent04--2016-09-25--21-46.log-17;1;0.0285714285714286;4;0;4;0;1;1;18;0;0;1;0.0000373371168278386;0.05181720043181;0;347.375;0.016;0;1;0;0;0.1875;3.547;0;0;0
337;dibstudent04--2016-09-25--21-46.log-18;1;0.0285714285714286;0;0;0;0;1;1;19;0;0;1;0;0.054143085927927;1;350.922;0;0;0;1;1;0.197916666666667;6.265;1;0;0
338;dibstudent04--2016-09-25--21-46.log-19;1;0;2;1;2;0;0;1;20;0;0;1;0;0.0559882200784955;0;357.218;0.031;0;1;0;0;0.208333333333333;24.438;0;0;0
339;dibstudent04--2016-09-25--21-46.log-2;206;0.0571428571428571;0;2;0;0;2;1;3;0;0;1;0;0.0822977532713357;1;36.453;0.25;0.269442652936132;7;1;2;0.03125;6.562;1;0;1
340;dibstudent04--2016-09-25--21-46.log-20;6;0.0142857142857143;1;2;1;0;1;1;21;0;0;1;0;0.0550233718322259;0;381.656;0;0.127122203337201;0;0;0;0.21875;10.156;0;1;0
341;dibstudent04--2016-09-25--21-46.log-21;131;0.0714285714285714;4;0;4;0;3;1;22;0;0;1;0.00486735527978004;0.0560912553732873;0;392.218;0.406;0.155513891484197;0;0;1;0.229166666666667;5.86;0;1;0
342;dibstudent04--2016-09-25--21-46.log-22;6;0.0142857142857143;6;0;6;0;1;0;23;0;0;1;0.000222882615156018;0.0577686241020747;0;398.14;0.062;0;0;0;1;0.239583333333333;4.547;0;0;0
343;dibstudent04--2016-09-25--21-46.log-23;6;0.0142857142857143;2;0;2;0;1;0;24;0;0;1;0.000222832949565476;0.059592684004827;0;402.734;0.047;0.0117515559219455;0;0;1;0.25;2.844;0;0;0
344;dibstudent04--2016-09-25--21-46.log-24;131;0.0714285714285714;6;0;6;0;3;0;25;0;0;1;0;0.0616404242833684;0;405.578;0;0.155513891484197;0;0;1;0.260416666666667;7.234;0;0;0
345;dibstudent04--2016-09-25--21-46.log-25;6;0.0142857142857143;6;0;6;0;1;0;26;0;0;1;0;0.0629802242095982;0;412.828;0.016;0.000884291540228843;0;0;1;0.270833333333333;10.375;0;0;0
346;dibstudent04--2016-09-25--21-46.log-26;6;0.0142857142857143;2;0;2;0;1;0;27;0;0;1;0.000222783306104263;0.0637898243417244;0;423.265;0.062;0;0;0;1;0.28125;8.032;0;0;0
347;dibstudent04--2016-09-25--21-46.log-27;6;0.0142857142857143;2;2;2;0;1;0;28;0;0;1;0;0.0649182030641392;0;431.312;0.015;0.0188018047950215;1;0;1;0.291666666666667;18.375;0;0;0
348;dibstudent04--2016-09-25--21-46.log-28;1;0.0142857142857143;1;0;1;0.0142857142857143;1;1;29;0;1;1;0;0.0644870058683175;0.166666666666667;449.703;0.016;0;0;1;1;0.302083333333333;16.125;0;1;0
349;dibstudent04--2016-09-25--21-46.log-29;36;0.0571428571428571;3;0;3;0.0142857142857143;2;1;30;1;1;1;0.00133491545535449;0.0643821034920853;0;465.968;0.14;0.151831705103219;0;0;1;0.3125;49;0;1;0
350;dibstudent04--2016-09-25--21-46.log-3;206;0.0571428571428571;0;2;0;0;2;1;4;0;0;1;0;0.0929216902455456;1;43.047;0.032;0.269442652936132;6;1;2;0.0416666666666667;31.093;1;0;1
351;dibstudent04--2016-09-25--21-46.log-30;1;0.0142857142857143;3;0;3;0.0142857142857143;1;1;31;1;1;1;0;0.0601960449256676;0;514.984;0.016;0;0;0;1;0.322916666666667;56.469;0;0;0
352;dibstudent04--2016-09-25--21-46.log-31;2;0.0142857142857143;3;0;3;0;1;1;32;0;0;1;0.0000741564701520208;0.0559915312808938;0;571.515;0.062;0.000138082128306793;0;0;0;0.333333333333333;331.547;0;0;0
353;dibstudent04--2016-09-25--21-46.log-32;39;0.0428571428571429;6;1;6;0;1;0;33;0;0;1;0.00144396312340331;0.0365353828575984;0;903.234;0.172;0.163010545016072;2;0;0;0.34375;27.578;0;0;0
354;dibstudent04--2016-09-25--21-46.log-33;1;0.0428571428571429;1;1;1;0.0428571428571429;1;1;34;0;1;1;0;0.0365260307055003;0.0256410256410256;930.843;0.031;0;1;1;1;0.354166666666667;8.516;0;1;0
355;dibstudent04--2016-09-25--21-46.log-34;2;0.0571428571428571;1;0;1;0.0428571428571429;2;1;35;1;1;1;0.0000740439080374662;0.0372483078625857;0;939.64;0.281;0.000118576591258357;0;0;1;0.364583333333333;20.969;0;1;0
356;dibstudent04--2016-09-25--21-46.log-35;2;0.0142857142857143;4;0;4;0;1;1;36;0;0;1;0.0000740384259430645;0.0374756018217306;0;960.625;0.016;0.0204576896585111;0;0;1;0.375;9.734;0;0;0
357;dibstudent04--2016-09-25--21-46.log-36;586;0.0714285714285714;4;1;4;0;2;1;37;0;0;1;0.0212326533570057;0.0381167051095958;0;970.703;0.344;0.0189210468381246;0;0;1;0.385416666666667;15;0;1;0
358;dibstudent04--2016-09-25--21-46.log-37;2;0.0142857142857143;4;0;4;0;1;1;38;0;0;1;0;0.0385505793746284;0;985.718;0.015;0.0204576896585111;0;0;1;0.395833333333333;4.188;0;0;0
359;dibstudent04--2016-09-25--21-46.log-38;586;0.0571428571428571;3;0;3;0;2;1;39;0;0;1;0.0207912009934362;0.0393858633027773;0;990.203;0.297;0.0189210468381246;0;0;1;0.40625;18.937;0;1;0
360;dibstudent04--2016-09-25--21-46.log-39;2;0.0142857142857143;3;0;3;0;1;1;40;0;0;1;0;0.0396370828692492;0;1009.156;0.016;0.0204576896585111;0;0;1;0.416666666666667;9.844;0;0;0
361;dibstudent04--2016-09-25--21-46.log-4;206;0.0571428571428571;0;2;0;0;2;1;5;0;0;1;0;0.0674108828129213;1;74.172;0.032;0.269442652936132;5;1;2;0.0520833333333333;1.156;1;0;1
362;dibstudent04--2016-09-25--21-46.log-40;34;0.0571428571428571;3;1;3;0;2;1;41;0;0;1;0.00120486197242992;0.0402293662599249;0;1019.156;0.156;0.0080052597511624;11;0;1;0.427083333333333;8.437;0;1;1
363;dibstudent04--2016-09-25--21-46.log-41;2;0.0571428571428571;1;1;1;0.0428571428571429;2;1;42;0;1;1;0;0.0408697073728952;0.0588235294117647;1027.656;0.063;0.0272224512525863;10;1;2;0.4375;18.875;0;1;1
364;dibstudent04--2016-09-25--21-46.log-42;4;0.0571428571428571;1;2;1;0.0428571428571429;2;1;43;1;1;2;0.0000708692108713369;0.0410844380747641;1;1046.625;0.094;0.0177594299837593;9;0.5;2;0.447916666666667;11.437;0;0;1
365;dibstudent04--2016-09-25--21-46.log-43;6;0.0571428571428571;1;1;1;0.0428571428571429;2;2;44;1;1;3;0;0.0415842463753186;1;1058.093;0.031;0.416834246082923;8;0.666666666666667;2;0.458333333333333;53.766;0;0;1
366;dibstudent04--2016-09-25--21-46.log-44;6;0.0571428571428571;0;1;0;0.0428571428571429;2;3;45;1;1;3;0;0.0404716293877991;1;1111.89;0.031;0.416834246082923;7;1;2;0.46875;54.078;1;0;1
367;dibstudent04--2016-09-25--21-46.log-45;4;0.0571428571428571;1;1;1;0.0428571428571429;2;2;46;1;1;2;0;0.039451114922813;0.666666666666667;1166;0.032;0.384302763819812;6;1;2;0.479166666666667;1.312;0;0;1
368;dibstudent04--2016-09-25--21-46.log-46;2;0.0571428571428571;1;1;1;0.0428571428571429;2;1;47;1;1;1;0;0.0402628909783711;0.5;1167.328;0.016;0.0245021472714579;5;1;2;0.489583333333333;16.687;0;0;1
369;dibstudent04--2016-09-25--21-46.log-47;35;0.0714285714285714;1;4;1;0.0428571428571429;3;1;48;1;1;1;0.00123867497168743;0.038932913723041;0;1232.89;48.875;0.0385155388055265;4;0;2;0.5;4.078;0;1;1
370;dibstudent04--2016-09-25--21-46.log-48;71;0.0714285714285714;1;0;1;0.0428571428571429;3;1;49;1;1;2;0.00127244450728121;0.0396069695333491;1;1237.156;0.188;0.55879575894205;3;0.492957746478873;3;0.510416666666667;9.937;0;0;1
